,beer_name,rating,review,Filtered review,sim_score
102,Focal Banger,4.34,"

16oz can no date --- bought at the brewery on 9-20-19. Opened 10-9-19.
1"" white head, good retention at 1/4"". pale gold and hazy - not all the way opaque. Some floaties (poured into a glass for review). Good lacing apparent early.
Citrus - grapefruit, pine, weeds, and a little yeast barnyard on a couple of sniffs.
Zingy fruit, grapefruit, pine, berry, there's an earthy component that I can't find the words for that I tasted in Crusher as well...not sure if it's hops/malt/or yeast related, but it's unique. Mango flavor shines about half way through.
Medium body, medium carbonation...nice amount of bitterness - not aggressive/over the top but more than expected for a beer classified here as a NEIPA, this strikes a very nice balance between NE and WC. Mouthfeel isn't ""soft"" but maybe full is the word I would use, again not sure on the right descriptor for this.
Very good.

 "," 16oz date -- - bought brewery 9-20-19 . Opened 10-9-19 . 1 '' white head , good retention 1/4 '' . pale gold hazy - way opaque . floaties ( poured glass review ) . Good lacing apparent early . Citrus - grapefruit , pine , weeds , little yeast barnyard couple sniffs . Zingy fruit , grapefruit , pine , berry , 's earthy component ca n't find words tasted Crusher well ... sure 's hops/malt/or yeast related , 's unique . Mango flavor shines half way . Medium body , medium carbonation ... nice amount bitterness - aggressive/over top expected beer classified NEIPA , strikes nice balance NE WC . Mouthfeel n't `` soft '' maybe full word would use , sure right descriptor . good .",0.8438383014899661
103,Double Nelson,4.5,"

Picked-up a single can in a trade. This is my fifth brew from these guys, all outstanding. Canned-on date of 2/8/19. Great brew, wish it wasn't 4 hours away, & would like to see transition to 16-oz cans.

 "," Picked-up single trade . fifth brew guys , outstanding . Canned-on date 2/8/19 . Great brew , wish n't 4 hours away , & would like see transition 16-oz cans .",0.8437368867590785
104,Fou' Foune,4.44,"

Bottled 8/26/15; drank 8/13/16 @ Golgi Apparatus.

Opaque orange appearance.

Small bright white head; minimal lace.

Apricot, mango & pineapple notes in the nose.

Medium mouthfeel.

Apricot & mango flavors up front; tangy peach notes on the finish.

Mildly tart; a delicious, boldly fruity treat. Excellent!

 "," Bottled 8/26/15 ; drank 8/13/16 @ Golgi Apparatus . Opaque orange appearance . Small bright white head ; minimal lace . Apricot , mango & pineapple notes nose . Medium mouthfeel . Apricot & mango flavors front ; tangy peach notes finish . Mildly tart ; delicious , boldly fruity treat . Excellent !",0.8435801701117395
105,Fundamental Observation,4.83,"

Black with ruby edges; dark tan mousse-like head; good cap retention; medium heavy lace; solid ring; medium heavy legs. 4.75

Bourbon, chocolate, vanilla; bourbon on exhale; smells like a bourbon soaked tootsie roll. 4.75

Chocolate, fudge brownies, oak, vanilla and bourbon; dark fruit- raisins and prune sweetness middle; chocolate finish. 5.0

Smooth velvety rich feel; creamy tongue coating; medium minus carbonation; face flushing warming from 13.2%. 4.5

Overall, a delight!; chocolate fudge and bourbon; layers of oak, vanilla and fruit compliments and mingles with the barrel elements - so nicely constructed! 4.75

 "," Black ruby edges ; dark tan mousse-like head ; good cap retention ; medium heavy lace ; solid ring ; medium heavy legs . 4.75 Bourbon , chocolate , vanilla ; bourbon exhale ; smells like bourbon soaked tootsie roll . 4.75 Chocolate , fudge brownies , oak , vanilla bourbon ; dark fruit- raisins prune sweetness middle ; chocolate finish . 5.0 Smooth velvety rich feel ; creamy tongue coating ; medium minus carbonation ; face flushing warming 13.2 % . 4.5 Overall , delight ! ; chocolate fudge bourbon ; layers oak , vanilla fruit compliments mingles barrel elements - nicely constructed ! 4.75",0.8435553670204929
106,Double Dry Hopped Double Mosaic Daydream,4.59,"

Pours a murky orange with a finger and a half of white foam. Head retention is good. Aroma is big, juicy hop notes, hitting orange, tangerine, papaya, mango, and pineapple. Biscuit and pale malts give it a little base, but overall the aroma is hops, hops, and hops. Flavor profile is orange, papaya, mango, pineapple, and tangerine. Big tropical fruit notes with solid pale and bread malts. Mouth feel is medium-thick with a velvety, lightly grainy texture that really makes this beer drink big. Overall, a heavy experience from this double dry hopped IPA. Tropical fruit notes are heavy and abundant, and yet well refined.

Served in a 12oz snifter from a 16oz can.

 "," Pours murky orange finger half white foam . Head retention good . Aroma big , juicy hop notes , hitting orange , tangerine , papaya , mango , pineapple . Biscuit pale malts give little base , overall aroma hops , hops , hops . Flavor profile orange , papaya , mango , pineapple , tangerine . Big tropical fruit notes solid pale bread malts . Mouth feel medium-thick velvety , lightly grainy texture really makes beer drink big . Overall , heavy experience double dry hopped IPA . Tropical fruit notes heavy abundant , yet well refined . Served 12oz snifter 16oz .",0.8433595654217053
107,Hunahpu's Imperial Stout,4.44,"

Reviewed from notes from an early November share.
Poured black with a finger of dark brown head.
Smells of dark roasty malts, peppers, cinnamon.
Taste follows, roasty, charred malts, cocoa, peppers(not terribly spicy), cinnamon, and vanilla.
Full bodied smooth.
Overall a great stout that is hypeworthy.

 "," Reviewed notes early November share . Poured black finger dark brown head . Smells dark roasty malts , peppers , cinnamon . Taste follows , roasty , charred malts , cocoa , peppers ( terribly spicy ) , cinnamon , vanilla . Full bodied smooth . Overall great stout hypeworthy .",0.843113729648633
108,Aaron,4.68,"

Look: Mahogany brown with big fluffy white head. Has medium carbonation.
Smell: Sweet maple, raisins, brown sugar, bourbon heat, caramel, and toffee.
Taste: Very sweet, maple, raisins, brown sugar, oats, bourbon heat, caramel and toffee.
Mouthfeel: Medium full and sticky.
Overall: A great barleywine, my favorite one so far. Just a little too sweet.

 "," Look : Mahogany brown big fluffy white head . medium carbonation . Smell : Sweet maple , raisins , brown sugar , bourbon heat , caramel , toffee . Taste : sweet , maple , raisins , brown sugar , oats , bourbon heat , caramel toffee . Mouthfeel : Medium full sticky . Overall : great barleywine , favorite one far . little sweet .",0.8431095914124118
109,Temptation,4.54,"

Pours a clear straw color, minimal head. Funky aroma with apricot, lemon, oak, and Chardonnay. Even tastes like a Chardonnay! Has a saison beer mouthfeel - funky, tart, sour, micro carbonation. Overall an outstanding beer.

12/13/18
375 ml bottle dated 5/1/18 - thanks Adam!
4.75 rating

 "," Pours clear straw color , minimal head . Funky aroma apricot , lemon , oak , Chardonnay . Even tastes like Chardonnay ! saison beer mouthfeel - funky , tart , sour , micro carbonation . Overall outstanding beer . 12/13/18 375 ml bottle dated 5/1/18 - thanks Adam ! 4.75 rating",0.8430273165779604
110,Parabola,4.4,"

Look: Black and Tan, like the british shock troops.

Smell: If a bourbon aged beer could be brandy-aged, this would be that beer.

Taste: Alcohol is not hidden. Whiskey, maple syrup, molasses, roasted meat, herbs, a rich fire, game of thrones.

Feel: maybe my favourite part. Peer is cloyingly heavy, yet the foam/head/bubbles rise above. Again, it's like a black and tan in one beer, but in terms of mouthfeel.

Overall: The Night's Watch would be proud.

 "," Look : Black Tan , like british shock troops . Smell : bourbon aged beer could brandy-aged , would beer . Taste : Alcohol hidden . Whiskey , maple syrup , molasses , roasted meat , herbs , rich fire , game thrones . Feel : maybe favourite part . Peer cloyingly heavy , yet foam/head/bubbles rise . , 's like black tan one beer , terms mouthfeel . Overall : Night 's Watch would proud .",0.842873277257963
111,Enjoy By IPA,3.4,"

Bottled 11/19/15; drank 12/5/15 @ the Yarchives.

See-through urine appearance.

A rough pour yielded a big off-white head; a curtain of lace.

Pine, mango & honey notes in the nose.

Medium thin mouthfeel.

Honey & sweet mango flavors up front; faint pine notes on the finish.

Sweet, almost to the point of being cloying; this is normally my profile but was even too much for me.

 "," Bottled 11/19/15 ; drank 12/5/15 @ Yarchives . See-through urine appearance . rough pour yielded big off-white head ; curtain lace . Pine , mango & honey notes nose . Medium thin mouthfeel . Honey & sweet mango flavors front ; faint pine notes finish . Sweet , almost point cloying ; normally profile even much .",0.8427844865450064
112,Sang Noir,4.49,"

Enjoyed after a nice rest in the cellar. Complex melange of aromas and taste - sour mash, oak, vinous grapes, dark fruit, puckering green apple and candied fruit.

Fruit acids, wine tannins, oak, bourbon starches and sugars - pleasantly tart and incredibly smooth. Hints of a well made manhattan.

No heat or zap from the ABV. Easy to drink and enjoy; nowhere near enamel stripping or harsh. A true beauty.

 "," Enjoyed nice rest cellar . Complex melange aromas taste - sour mash , oak , vinous grapes , dark fruit , puckering green apple candied fruit . Fruit acids , wine tannins , oak , bourbon starches sugars - pleasantly tart incredibly smooth . Hints well made manhattan . heat zap ABV . Easy drink enjoy ; nowhere near enamel stripping harsh . true beauty .",0.8426478275833508
113,Saint Lamvinus,4.42,"

Look: Clear Purple with medium pink fizzy head that recedes immediately. Has medium carbonation.
Smell: Merlot grapes, oak, tart, and cherries.
Taste: Tart, merlot grapes, oak, and a little funk.
Mouthfeel: Light and delicate.
Overall: A good lambic from Cantillon, but I don’t think this lives up to the hype or the price tag.

 "," Look : Clear Purple medium pink fizzy head recedes immediately . medium carbonation . Smell : Merlot grapes , oak , tart , cherries . Taste : Tart , merlot grapes , oak , little funk . Mouthfeel : Light delicate . Overall : good lambic Cantillon , ’ think lives hype price tag .",0.8424826613428908
